product_name,sales_exposure,claims,units_sold,claim_rate_pct,difference_from_portfolio_pct_points,relative_risk_index,group_type
Mac Pro (Tower),11539,347,63879,3.007192997660109,0.12313224011348334,13.226832908158746,product_name
AirPods Pro (2nd Generation),11743,353,64834,3.0060461551562634,0.12198539760963767,13.218962682134764,product_name
MacBook (Retina),11728,352,64422,3.0013642564802185,0.11730349893359282,12.703486930377805,product_name
iPhone 14 Pro Max,11662,347,64227,2.975475904647573,0.09141514710094745,9.871989414067837,product_name
iPad Pro (M2),11579,344,63543,2.9708955868382416,0.0868348292916159,9.34392796776961,product_name
AirPods Max,11742,347,64844,2.955203542837677,0.07114278529105134,7.709068455117626,product_name
Mac Mini (M2),11653,344,64594,2.952029520295203,0.06796876274857722,7.337164188202887,product_name
Beats Powerbeats Pro,11574,341,63396,2.9462588560566787,0.06219809851005298,6.691428578859198,product_name
iPhone 13 mini,11676,343,64224,2.937649880095923,0.053589122549297485,5.790601643458814,product_name
iMac 27-inch,11791,346,64654,2.934441523195658,0.050380765649032266,5.4706645176970525,product_name
iPhone 13,11722,343,64136,2.926121822214639,0.04206106466801307,4.553875153462318,product_name
Apple Pencil (2nd Generation),11664,341,63987,2.923525377229081,0.03946461968245529,4.262178925705172,product_name
Apple Music,11687,341,63844,2.9177718832891246,0.033711125742498904,3.64438942297419,product_name
Leather Case for iPhone,11853,345,65229,2.9106555302455073,0.026594772698881552,2.8954123669058,product_name
iPhone 14 Plus,11751,342,64391,2.910390605054889,0.02632984750826317,2.8542089063553875,product_name
AirPods (2nd Generation),11834,344,64581,2.9068784857191146,0.022817728172488838,2.4822080775182394,product_name
MacBook,11676,339,63980,2.9033915724563206,0.019330814909694904,2.088801668333061,product_name
Apple Watch Series 6,11722,340,64350,2.900528919979526,0.01646816243290017,1.7829780657786731,product_name
iCloud,11830,343,64726,2.899408284023669,0.015347526477043072,1.669286048236987,product_name
HomePod mini,23442,678,128870,2.892244689019708,0.008183931473082495,1.2530237853991184,product_name
MacBook (Early 2015),11629,336,63985,2.8893284031301056,0.0052676455834799185,0.5680515280592116,product_name
iPhone 12 Pro Max,11763,339,64358,2.8819178780923234,-0.00214287945430236,-0.23241105890159378,product_name
Apple Arcade,11577,333,63589,2.876392847888054,-0.00766790965857167,-0.8250399988395456,product_name
iPhone SE (3rd Generation),11537,331,63820,2.8690300771431048,-0.015030680403520957,-1.6144518122547373,product_name
Apple Watch Hermès,11758,337,65206,2.866133696206838,-0.01792706133978772,-1.9439085609982414,product_name
Mac Studio,11666,334,64016,2.8630207440425166,-0.021040013504109112,-2.2725162650332322,product_name
Apple Watch Ultra,11778,337,65085,2.8612667685515367,-0.022793988995089,-2.4737517204203074,product_name
Silicone Case for iPhone,11778,337,64925,2.8612667685515367,-0.022793988995089,-2.4737517204203074,product_name
MacBook Air (M1),11557,330,63491,2.855412304231202,-0.028648453315423872,-3.079808666251705,product_name
iPad (10th Generation),11776,336,64507,2.8532608695652173,-0.030799887981408425,-3.3423200597312954,product_name
iPhone 14 Pro,11620,331,64178,2.8485370051635113,-0.03552375238311445,-3.8293221001684827,product_name
AirPods (3rd Generation),11672,331,64102,2.835846470185058,-0.04821428736156763,-5.208928443308542,product_name
MagSafe Battery Pack,11679,331,64149,2.8341467591403373,-0.04991399840628841,-5.394176964077994,product_name
Apple News+,11714,332,64143,2.834215468669967,-0.04984528887665851,-5.3948171211762075,product_name
Lightning to USB Cable,11801,333,64587,2.8217947631556646,-0.062265994390961144,-6.764104887751292,product_name
Apple Watch Nike Edition,11748,330,64546,2.8089887640449436,-0.07507199350168214,-8.136917588331807,product_name
iPhone 12 Pro,11515,323,62772,2.8050369083803735,-0.07902384916625227,-8.479888678935446,product_name
Apple TV HD,11664,327,64035,2.8034979423868314,-0.08056281515979435,-8.70078403725779,product_name
Magic Keyboard with Touch ID,11636,326,64024,2.801650051564111,-0.08241070598251454,-8.889666957923803,product_name
MacBook Pro 14-inch,11655,326,64499,2.797082797082797,-0.08697796046382855,-9.389994949047818,product_name
iPad mini (5th Generation),11734,328,64828,2.7952957218339867,-0.08876503571263905,-9.615347273213041,product_name
Apple Watch Series 7,11805,330,65739,2.7954256670902162,-0.0886350904564095,-9.630274978776495,product_name
Apple Watch Series 8,11532,321,63306,2.7835587929240373,-0.10050196462258842,-10.792619557182407,product_name
iPhone 12,11541,321,63561,2.781388094619184,-0.10267266292744193,-11.030026264667566,product_name
MacBook Pro 13-inch,11648,324,63738,2.7815934065934065,-0.10246735095321924,-11.058881124075803,product_name
MacBook Air (M2),11511,320,63479,2.779949613413257,-0.10411114413336886,-11.170014738593233,product_name
Mac Pro (2023),11587,322,63751,2.778976439112799,-0.1050843184338266,-11.311583748281782,product_name
Magic Trackpad,11860,329,64470,2.7740303541315345,-0.11003040341509118,-11.982710025434823,product_name
iMac with Retina Display,11893,328,65252,2.757924829731775,-0.12613592781485083,-13.75575764158368,product_name
iPad (9th Generation),11577,319,63597,2.7554634188477154,-0.12859733869891032,-13.836619482379358,product_name
iMac 24-inch,11718,322,64115,2.7479091995221028,-0.13615155802452295,-14.738366851379906,product_name
Apple Watch Series 5,11758,322,64580,2.738560979758462,-0.1454997777881637,-15.777168287923221,product_name
MacBook Pro 16-inch,11725,321,65104,2.7377398720682304,-0.14632088547839528,-15.84392384815722,product_name
iMac Pro,11484,313,62790,2.725531173807036,-0.1585295837395897,-16.98857341052264,product_name
iPad Pro 11-inch,11703,318,64768,2.7172519866700844,-0.16680877087654133,-18.045440370958833,product_name
iPhone 12 mini,11737,316,64883,2.6923404617875097,-0.19172029575911598,-20.770485237148087,product_name
Apple Pencil (1st Generation),11584,311,63467,2.6847375690607733,-0.1993231884858524,-21.452953934021355,product_name
iPad Air (5th Generation),11667,309,64467,2.648495757264078,-0.23556500028254757,-25.444291556283247,product_name
AirTag,11726,310,64736,2.643697765648985,-0.24036299189764065,-26.028104765625006,product_name
Beats Solo Pro,11560,305,63487,2.63840830449827,-0.24565245304835592,-26.41192299097284,product_name
Apple TV (3rd Generation),11715,309,64524,2.63764404609475,-0.2464167114518756,-26.67112310015267,product_name
AirPods Pro,11772,309,64743,2.6248725790010194,-0.2591881785456063,-28.121618766720616,product_name
Apple TV 4K,11635,304,63975,2.6128061882251825,-0.2712545693214432,-29.25905238435204,product_name
Apple Watch SE,11614,302,64152,2.6003099707249873,-0.28375078682163846,-30.57933138216619,product_name
Apple Fitness+,11633,302,63733,2.596062924439096,-0.2879978331075299,-31.062405453499597,product_name
Magic Keyboard,11523,298,63344,2.5861320836587693,-0.2979286738878564,-31.9812242372192,product_name
Smart Keyboard Folio,11558,297,63853,2.5696487281536595,-0.3144120293929662,-33.801852230546565,product_name
